timestamp,cpu_usage,temperature,is_anomaly
2024-01-01 00:00:00,37.73424010034241,37.75252660773671,0
2024-01-01 00:01:00,52.22669557048023,27.651661533432073,0
2024-01-01 00:02:00,97.15893762487954,47.844867221048936,1
2024-01-01 00:03:00,50.561259024241245,36.073642710775,0
2024-01-01 00:04:00,59.48135140138798,28.166543195227845,0
2024-01-01 00:05:00,52.57491541516542,27.98008358064494,0
2024-01-01 00:06:00,49.13096026069811,31.866797648095666,0
2024-01-01 00:07:00,98.56376383452545,45.3372868534251,1
2024-01-01 00:08:00,60.72735163738624,28.47837073897503,0
2024-01-01 00:09:00,88.76122295753046,44.13419983395699,1
2024-01-01 00:10:00,28.347090530231995,36.76955642039145,0
2024-01-01 00:11:00,47.92927001524496,29.13285741535542,0
2024-01-01 00:12:00,53.93394260490365,27.182526086040543,0
2024-01-01 00:13:00,45.90216522472081,28.6843322779855,0
2024-01-01 00:14:00,44.67786752849393,31.598295085921357,0
2024-01-01 00:15:00,46.20245992046523,37.07511410161176,0
2024-01-01 00:16:00,94.80652337012646,44.89176746504397,1
2024-01-01 00:17:00,37.03883719118483,25.648101002835496,0
2024-01-01 00:18:00,56.56672976027478,39.573509770801074,0
2024-01-01 00:19:00,23.476849200636757,30.653197431733926,0
2024-01-01 00:20:00,55.2511513875478,29.57092076518226,0
2024-01-01 00:21:00,53.12012404260004,30.35492681418476,0
2024-01-01 00:22:00,54.89358943569564,23.854659018288753,0
2024-01-01 00:23:00,89.95961939216384,43.52288474037777,1
2024-01-01 00:24:00,52.98255861311692,33.74513601594126,0
2024-01-01 00:25:00,44.49189042234069,36.01907164491372,0
2024-01-01 00:26:00,95.87581876502234,37.97765212488467,1
2024-01-01 00:27:00,53.45493142780228,30.950106755633747,0
2024-01-01 00:28:00,38.05406367442897,36.1798377289234,0
2024-01-01 00:29:00,33.00641698320354,30.14093948184539,0
2024-01-01 00:30:00,43.65399875402144,33.58477603199501,0
2024-01-01 00:31:00,58.10435690691465,32.131895421508496,0
2024-01-01 00:32:00,61.516477781942,26.77993047360607,0
2024-01-01 00:33:00,51.77342699976725,25.48358005574065,0
2024-01-01 00:34:00,50.85420245773658,35.32946164915339,0
2024-01-01 00:35:00,46.60720446528893,16.857561142597483,0
2024-01-01 00:36:00,86.93006403200977,43.42415022578408,1
2024-01-01 00:37:00,62.077516016442296,22.887507518747498,0
2024-01-01 00:38:00,46.41173818253827,35.42138464474116,0
2024-01-01 00:39:00,56.52683361534363,37.010591173920105,0
2024-01-01 00:40:00,44.77541814266531,26.314817724443234,0
2024-01-01 00:41:00,59.95710152223075,43.962295900242495,0
2024-01-01 00:42:00,55.753260811191076,36.83273713010866,0
2024-01-01 00:43:00,59.81695637923203,31.04425183173332,0
2024-01-01 00:44:00,68.92836001428773,37.563974863727104,0
2024-01-01 00:45:00,24.111936034359502,26.7282532449599,0
2024-01-01 00:46:00,57.759027341339916,28.801718832986058,0
2024-01-01 00:47:00,54.58610867119875,32.51221030952252,0
2024-01-01 00:48:00,54.45213121372106,26.437620979058064,0
2024-01-01 00:49:00,52.28887927853263,23.598553669147034,0
2024-01-01 00:50:00,52.44213101705439,25.401490513390055,0
2024-01-01 00:51:00,53.64378720276696,28.82832351130976,0
2024-01-01 00:52:00,91.097280925886,42.145657454848724,1
2024-01-01 00:53:00,58.34759823908948,28.14522988629243,0
2024-01-01 00:54:00,49.689665103051965,21.86753630493116,0
2024-01-01 00:55:00,48.10844182055082,32.36019987230692,0
2024-01-01 00:56:00,50.31314009442715,36.329493792094475,0
2024-01-01 00:57:00,45.94619069672406,26.543585908404175,0
2024-01-01 00:58:00,67.81063824451967,38.25409278949085,0
2024-01-01 00:59:00,37.30655290889831,34.396285408902294,0
2024-01-01 01:00:00,57.60346886597692,24.725112690569713,0
2024-01-01 01:01:00,57.56874191762924,26.879705901537672,0
2024-01-01 01:02:00,44.54601030074784,28.54787608611642,0
2024-01-01 01:03:00,52.98321012610355,29.18214584287671,0
2024-01-01 01:04:00,62.68741194623525,17.75432504298398,0
2024-01-01 01:05:00,46.646527050449926,26.263700671496444,0
2024-01-01 01:06:00,63.24725056624473,27.13530493275861,0
2024-01-01 01:07:00,61.15350047214588,39.32680608539018,0
2024-01-01 01:08:00,43.03207797746728,31.252813471674624,0
2024-01-01 01:09:00,38.882557500410044,25.891270696453834,0
2024-01-01 01:10:00,51.68025964577143,27.677951038076575,0
2024-01-01 01:11:00,37.620743113399655,32.1359572261821,0
2024-01-01 01:12:00,21.119244931713315,28.083163235857437,0
2024-01-01 01:13:00,45.179976784227186,27.054847225849997,0
2024-01-01 01:14:00,71.69675826013254,27.4645229255644,0
2024-01-01 01:15:00,45.50121069707864,32.2992052367742,0
2024-01-01 01:16:00,53.76741474493168,23.14092823105773,0
